字段名,重复值,开始时间,结束时间,持续长度,is_zero_value,异常类型
ACTIVE_POWER_BING,0.0,2024-09-03 18:35:00,2024-09-03 18:42:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-04 02:17:00,2024-09-04 02:22:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-04 05:08:00,2024-09-04 05:16:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-04 05:38:00,2024-09-04 05:43:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-04 08:50:00,2024-09-04 08:56:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-04 09:01:00,2024-09-04 09:05:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-04 09:07:00,2024-09-04 09:14:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-05 00:37:00,2024-09-05 00:46:00,10,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-05 02:45:00,2024-09-05 02:49:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-05 03:49:00,2024-09-05 03:53:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-05 05:55:00,2024-09-05 06:00:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-05 07:53:00,2024-09-05 08:00:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-05 09:00:00,2024-09-05 09:07:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-09 03:34:00,2024-09-09 03:38:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-09 04:05:00,2024-09-09 04:14:00,10,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-09 04:58:00,2024-09-09 05:07:00,10,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-10 15:59:00,2024-09-10 16:04:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-10 16:55:00,2024-09-10 16:59:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-10 19:34:00,2024-09-10 19:39:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-11 10:42:00,2024-09-11 10:49:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-11 16:45:00,2024-09-11 16:52:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-11 21:08:00,2024-09-11 21:22:00,15,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-12 01:01:00,2024-09-12 01:10:00,10,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-12 18:49:00,2024-09-12 18:53:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-12 18:55:00,2024-09-12 19:00:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-13 22:17:00,2024-09-13 22:21:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-13 22:23:00,2024-09-13 22:27:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-14 17:18:00,2024-09-14 17:22:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-15 01:19:00,2024-09-15 01:23:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-17 15:03:00,2024-09-17 15:08:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-21 06:22:00,2024-09-21 06:29:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-21 07:27:00,2024-09-21 07:32:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-21 07:37:00,2024-09-21 07:45:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-21 13:20:00,2024-09-21 13:24:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-21 13:31:00,2024-09-21 13:35:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-21 20:07:00,2024-09-21 20:11:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-26 00:32:00,2024-09-26 00:36:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-26 22:13:00,2024-09-26 22:18:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-26 22:22:00,2024-09-26 22:29:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-27 07:06:00,2024-09-27 07:18:00,13,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-27 07:20:00,2024-09-27 07:29:00,10,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-27 08:27:00,2024-09-27 08:33:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-27 14:28:00,2024-09-27 14:32:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-28 12:15:00,2024-09-28 12:24:00,10,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-28 13:55:00,2024-09-28 14:02:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-28 19:40:00,2024-09-28 19:45:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-29 21:54:00,2024-09-29 22:02:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-30 14:32:00,2024-09-30 14:38:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-09-30 15:45:00,2024-09-30 15:57:00,13,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-01 01:01:00,2024-10-01 01:20:00,20,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-01 01:22:00,2024-10-01 01:31:00,10,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-01 02:42:00,2024-10-01 02:57:00,16,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-01 03:05:00,2024-10-01 03:15:00,11,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-01 04:13:00,2024-10-01 04:18:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-01 07:59:00,2024-10-01 08:03:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-05 19:30:00,2024-10-05 19:39:00,10,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-05 20:49:00,2024-10-05 20:59:00,11,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-05 21:39:00,2024-10-05 21:43:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-07 14:16:00,2024-10-07 14:26:00,11,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-07 14:28:00,2024-10-07 14:37:00,10,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-07 14:39:00,2024-10-07 14:46:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-07 16:03:00,2024-10-07 16:09:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-07 16:34:00,2024-10-07 16:39:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-07 16:54:00,2024-10-07 16:58:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-07 17:53:00,2024-10-07 17:59:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-07 18:21:00,2024-10-07 18:29:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-07 22:23:00,2024-10-07 22:29:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-08 00:24:00,2024-10-08 00:33:00,10,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-08 00:46:00,2024-10-08 00:50:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,13.125595,2024-10-09 16:34:00,2024-10-09 16:39:00,6,False,集电线路非零卡值-删除
ACTIVE_POWER_BING,0.0,2024-10-10 15:28:00,2024-10-10 15:35:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-10 16:47:00,2024-10-10 16:54:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-18 12:53:00,2024-10-18 13:07:00,15,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-19 13:33:00,2024-10-19 13:44:00,12,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-19 14:00:00,2024-10-19 14:24:00,25,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-19 14:27:00,2024-10-19 14:49:00,23,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-21 17:31:00,2024-10-21 17:36:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-21 18:08:00,2024-10-21 18:29:00,22,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-21 18:48:00,2024-10-21 19:00:00,13,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-30 17:17:00,2024-10-30 17:24:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-30 17:26:00,2024-10-30 17:31:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-31 15:04:00,2024-10-31 15:11:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-10-31 19:27:00,2024-10-31 19:33:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-01 02:08:00,2024-11-01 02:12:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-01 03:33:00,2024-11-01 03:45:00,13,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-01 03:55:00,2024-11-01 04:01:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-01 04:06:00,2024-11-01 04:11:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-01 04:15:00,2024-11-01 04:19:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-01 04:24:00,2024-11-01 04:28:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-01 14:49:00,2024-11-01 14:56:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-01 15:05:00,2024-11-01 15:10:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-01 15:34:00,2024-11-01 15:45:00,12,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,-0.8859189,2024-11-01 15:51:00,2024-11-01 16:07:00,17,False,集电线路非零卡值-删除
ACTIVE_POWER_BING,0.0,2024-11-01 17:23:00,2024-11-01 17:31:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,159.14357,2024-11-02 10:38:00,2024-11-02 10:44:00,7,False,集电线路非零卡值-删除
ACTIVE_POWER_BING,136.52858,2024-11-02 15:21:00,2024-11-02 15:25:00,5,False,集电线路非零卡值-删除
ACTIVE_POWER_BING,0.0,2024-11-08 15:26:00,2024-11-08 15:31:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-08 20:51:00,2024-11-08 20:56:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-09 00:39:00,2024-11-09 00:46:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-09 00:49:00,2024-11-09 00:57:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-09 01:20:00,2024-11-09 01:28:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-12 04:08:00,2024-11-12 04:15:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-12 04:17:00,2024-11-12 04:22:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-12 04:53:00,2024-11-12 04:58:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-12 05:19:00,2024-11-12 05:25:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-12 05:34:00,2024-11-12 05:50:00,17,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-12 06:03:00,2024-11-12 06:27:00,25,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-12 08:41:00,2024-11-12 08:45:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-12 12:37:00,2024-11-12 12:47:00,11,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-12 13:07:00,2024-11-12 13:12:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-12 14:26:00,2024-11-12 14:30:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-12 14:54:00,2024-11-12 14:58:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-12 15:01:00,2024-11-12 15:09:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-12 15:17:00,2024-11-12 15:25:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-12 15:35:00,2024-11-12 15:43:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-12 18:38:00,2024-11-12 18:42:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-12 18:48:00,2024-11-12 18:54:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-12 19:04:00,2024-11-12 19:08:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-13 07:41:00,2024-11-13 08:07:00,27,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-13 08:31:00,2024-11-13 08:38:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-13 09:54:00,2024-11-13 10:01:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-13 10:06:00,2024-11-13 10:22:00,17,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-14 00:04:00,2024-11-14 00:12:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-14 05:51:00,2024-11-14 06:05:00,15,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-14 06:32:00,2024-11-14 06:40:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-14 06:42:00,2024-11-14 06:49:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-14 09:23:00,2024-11-14 09:37:00,15,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-14 10:01:00,2024-11-14 10:05:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-14 10:07:00,2024-11-14 10:12:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-14 10:37:00,2024-11-14 10:49:00,13,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-14 18:31:00,2024-11-14 18:35:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-15 08:16:00,2024-11-15 08:24:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-15 08:28:00,2024-11-15 08:43:00,16,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-15 08:56:00,2024-11-15 09:09:00,14,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-15 10:01:00,2024-11-15 10:11:00,11,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-15 10:13:00,2024-11-15 10:18:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-15 17:01:00,2024-11-15 17:16:00,16,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-15 18:59:00,2024-11-15 19:03:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-15 19:56:00,2024-11-15 20:01:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-15 20:03:00,2024-11-15 20:08:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-15 20:56:00,2024-11-15 21:00:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-15 23:27:00,2024-11-15 23:40:00,14,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-16 10:56:00,2024-11-16 11:02:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-16 11:26:00,2024-11-16 11:32:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-16 15:06:00,2024-11-16 15:18:00,13,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-28 23:33:00,2024-11-29 01:07:00,95,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-29 01:45:00,2024-11-29 01:50:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-29 01:54:00,2024-11-29 01:58:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-29 02:00:00,2024-11-29 02:06:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-11-29 03:05:00,2024-12-04 23:35:00,8431,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-12-04 23:47:00,2024-12-04 23:55:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-12-11 20:55:00,2024-12-11 21:00:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_BING,0.0,2024-12-16 19:34:00,2024-12-16 19:38:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-03-17 17:53:00,2024-03-17 17:59:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-03-18 03:27:00,2024-03-18 03:35:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-03-22 16:56:00,2024-03-22 17:03:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-03-26 01:28:00,2024-03-26 01:32:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-07 13:53:00,2024-04-07 13:57:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-08 14:05:00,2024-04-08 14:10:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-08 14:22:00,2024-04-08 14:26:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-08 15:01:00,2024-04-08 15:06:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-08 18:40:00,2024-04-08 18:45:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-08 18:47:00,2024-04-08 18:51:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-08 18:53:00,2024-04-08 18:58:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-12 15:20:00,2024-04-12 15:24:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-12 16:09:00,2024-04-12 16:13:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-12 19:45:00,2024-04-12 19:50:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-12 21:33:00,2024-04-12 21:37:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-15 12:19:00,2024-04-15 12:23:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-21 21:33:00,2024-04-21 21:37:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-23 02:47:00,2024-04-23 02:53:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-23 11:52:00,2024-04-23 11:58:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-23 14:39:00,2024-04-23 14:44:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-23 14:50:00,2024-04-23 15:02:00,13,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-24 06:34:00,2024-04-24 06:38:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-24 10:55:00,2024-04-24 11:04:00,10,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-24 11:08:00,2024-04-24 11:12:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-24 15:14:00,2024-04-24 15:19:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-04-26 11:13:00,2024-04-26 11:17:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-05-04 00:44:00,2024-05-04 00:51:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,2.3383665,2024-05-05 02:57:00,2024-05-05 03:06:00,10,False,集电线路非零卡值-删除
ACTIVE_POWER_DING,0.0,2024-05-05 08:25:00,2024-05-05 08:30:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-05-05 08:33:00,2024-05-05 08:38:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-05-05 08:40:00,2024-05-05 08:45:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-05-06 01:04:00,2024-05-06 01:08:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-05-06 07:42:00,2024-05-06 07:47:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-05-07 09:56:00,2024-05-07 10:00:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-05-08 02:04:00,2024-05-08 02:08:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-05-08 05:10:00,2024-05-08 05:14:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-05-08 05:58:00,2024-05-08 06:03:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-05-20 15:03:00,2024-05-20 15:07:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-05-20 16:49:00,2024-05-20 16:54:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-05-22 18:45:00,2024-05-22 18:53:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-05-23 19:34:00,2024-05-23 19:41:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-06-02 22:25:00,2024-06-02 22:30:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-06-03 16:19:00,2024-06-03 16:23:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,33.541946,2024-06-25 14:49:00,2024-06-25 15:01:00,13,False,集电线路非零卡值-删除
ACTIVE_POWER_DING,-2.4722648,2024-07-05 13:26:00,2024-07-05 13:30:00,5,False,集电线路非零卡值-删除
ACTIVE_POWER_DING,0.0,2024-07-07 02:06:00,2024-07-07 02:10:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-07-12 16:41:00,2024-07-12 16:45:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,144.06757,2024-07-17 16:17:00,2024-07-17 16:26:00,10,False,集电线路非零卡值-删除
ACTIVE_POWER_DING,126.446434,2024-07-17 16:42:00,2024-07-17 16:51:00,10,False,集电线路非零卡值-删除
ACTIVE_POWER_DING,98.52566,2024-07-18 10:51:00,2024-07-18 10:55:00,5,False,集电线路非零卡值-删除
ACTIVE_POWER_DING,0.0,2024-08-03 13:31:00,2024-08-03 13:37:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-08-03 13:42:00,2024-08-03 13:46:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,-1.2595646,2024-08-13 11:11:00,2024-08-13 11:26:00,16,False,集电线路非零卡值-删除
ACTIVE_POWER_DING,0.0,2024-08-27 06:41:00,2024-08-27 06:46:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-08-27 20:30:00,2024-08-27 20:34:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-08-29 22:04:00,2024-08-29 22:11:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-08-30 11:40:00,2024-08-30 11:44:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-08-30 14:24:00,2024-08-30 14:30:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-09-04 07:50:00,2024-09-04 07:56:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-09-05 08:15:00,2024-09-05 08:19:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-09-12 00:35:00,2024-09-12 00:45:00,11,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_DING,0.0,2024-09-16 09:31:00,2024-09-16 09:36:00,6,True,集电线路零值-需结合风机数据判断
