字段名,重复值,开始时间,结束时间,持续长度,is_zero_value,异常类型
ACTIVE_POWER_WU,0.0,2024-05-08 12:40:00,2024-05-08 12:52:00,13,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-08 12:54:00,2024-05-08 12:58:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-12 02:45:00,2024-05-12 02:49:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-12 03:06:00,2024-05-12 03:19:00,14,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-12 14:27:00,2024-05-12 14:34:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-12 22:25:00,2024-05-12 22:40:00,16,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-12 22:48:00,2024-05-12 22:54:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-12 22:56:00,2024-05-12 23:06:00,11,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-12 23:29:00,2024-05-12 23:33:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-13 02:01:00,2024-05-13 02:28:00,28,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-13 02:56:00,2024-05-13 03:03:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-13 03:25:00,2024-05-13 03:34:00,10,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-13 03:41:00,2024-05-13 03:46:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-13 03:58:00,2024-05-13 04:02:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-13 04:16:00,2024-05-13 04:29:00,14,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-13 04:34:00,2024-05-13 04:42:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-13 05:11:00,2024-05-13 05:25:00,15,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-13 21:49:00,2024-05-13 21:53:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-13 22:13:00,2024-05-13 22:21:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-13 22:24:00,2024-05-13 22:45:00,22,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-13 23:54:00,2024-05-14 00:15:00,22,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-22 13:12:00,2024-05-22 13:19:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-22 14:12:00,2024-05-22 14:26:00,15,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-22 21:09:00,2024-05-22 21:34:00,26,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-23 04:08:00,2024-05-23 04:12:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-23 07:51:00,2024-05-23 08:06:00,16,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-23 09:07:00,2024-05-23 09:13:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-23 19:31:00,2024-05-23 19:39:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-23 21:10:00,2024-05-23 21:22:00,13,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-23 22:46:00,2024-05-23 22:50:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-24 13:02:00,2024-05-24 13:22:00,21,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-24 22:15:00,2024-05-24 22:19:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-25 01:34:00,2024-05-25 01:38:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-25 01:46:00,2024-05-25 01:50:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-25 09:29:00,2024-05-25 09:53:00,25,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-25 18:04:00,2024-05-25 18:11:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-25 18:20:00,2024-05-25 18:26:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-26 08:50:00,2024-05-26 08:56:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-26 09:15:00,2024-05-26 10:02:00,48,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-26 10:47:00,2024-05-26 10:52:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-26 11:02:00,2024-05-26 11:07:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-26 13:40:00,2024-05-26 13:47:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-26 22:17:00,2024-05-26 22:30:00,14,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-26 23:48:00,2024-05-26 23:54:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-26 23:56:00,2024-05-27 00:02:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-27 00:06:00,2024-05-27 00:15:00,10,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-28 02:01:00,2024-05-28 02:06:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-28 02:19:00,2024-05-28 02:23:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-28 03:39:00,2024-05-28 03:46:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-05-28 08:53:00,2024-05-28 08:57:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-02 09:24:00,2024-06-02 09:39:00,16,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-02 09:43:00,2024-06-02 09:59:00,17,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-02 10:59:00,2024-06-02 11:03:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-02 11:44:00,2024-06-02 11:54:00,11,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-02 13:26:00,2024-06-02 13:30:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-02 13:41:00,2024-06-02 13:54:00,14,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-02 23:23:00,2024-06-02 23:31:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-02 23:46:00,2024-06-02 23:50:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-03 04:09:00,2024-06-03 04:19:00,11,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-03 15:22:00,2024-06-03 15:26:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-03 15:47:00,2024-06-03 16:01:00,15,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-06 02:33:00,2024-06-06 02:37:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-08 12:03:00,2024-06-08 12:11:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-08 14:55:00,2024-06-08 15:01:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-08 17:58:00,2024-06-08 18:02:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-08 21:30:00,2024-06-08 21:45:00,16,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-09 08:42:00,2024-06-09 08:47:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-09 09:52:00,2024-06-09 10:09:00,18,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-10 14:32:00,2024-06-10 14:39:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-10 14:44:00,2024-06-10 14:52:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-11 14:27:00,2024-06-11 14:51:00,25,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-11 21:53:00,2024-06-11 21:57:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-12 03:59:00,2024-06-12 04:05:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-13 00:34:00,2024-06-13 00:42:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-13 06:23:00,2024-06-13 06:38:00,16,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-13 07:51:00,2024-06-13 07:56:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-15 17:04:00,2024-06-15 17:09:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-15 17:11:00,2024-06-15 17:17:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-15 17:22:00,2024-06-15 17:26:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-15 20:32:00,2024-06-15 20:36:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-15 21:10:00,2024-06-15 21:14:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-15 21:16:00,2024-06-15 21:22:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-15 21:55:00,2024-06-15 22:00:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-15 22:07:00,2024-06-15 22:17:00,11,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-16 00:12:00,2024-06-16 00:18:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-16 04:01:00,2024-06-16 04:11:00,11,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-16 04:52:00,2024-06-16 05:02:00,11,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-21 05:39:00,2024-06-21 05:50:00,12,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,19.440062,2024-06-25 14:49:00,2024-06-25 15:01:00,13,False,集电线路非零卡值-删除
ACTIVE_POWER_WU,0.0,2024-06-26 17:14:00,2024-06-26 17:18:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-26 19:24:00,2024-06-26 19:32:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-28 06:04:00,2024-06-28 06:09:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-06-28 12:22:00,2024-06-28 12:26:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-03 12:32:00,2024-07-03 12:40:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-03 14:10:00,2024-07-03 14:17:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-04 20:44:00,2024-07-04 20:48:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-04 21:08:00,2024-07-04 21:19:00,12,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-05 06:48:00,2024-07-05 07:04:00,17,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-05 07:35:00,2024-07-05 07:45:00,11,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,-3.680563,2024-07-05 13:26:00,2024-07-05 13:30:00,5,False,集电线路非零卡值-删除
ACTIVE_POWER_WU,0.0,2024-07-05 14:53:00,2024-07-05 14:59:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-06 05:24:00,2024-07-06 05:32:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-06 06:09:00,2024-07-06 06:14:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-06 06:22:00,2024-07-06 06:33:00,12,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-06 07:35:00,2024-07-06 07:42:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-06 07:52:00,2024-07-06 08:18:00,27,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-07 02:23:00,2024-07-07 02:27:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-07 02:39:00,2024-07-07 02:48:00,10,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-07 04:07:00,2024-07-07 04:17:00,11,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-07 05:24:00,2024-07-07 05:35:00,12,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-07 16:01:00,2024-07-07 16:05:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-07 16:44:00,2024-07-07 16:48:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-07 16:57:00,2024-07-07 17:04:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-08 11:16:00,2024-07-08 11:20:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-08 12:57:00,2024-07-08 13:05:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-08 14:16:00,2024-07-08 14:20:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-08 15:08:00,2024-07-08 15:31:00,24,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-08 15:49:00,2024-07-08 16:03:00,15,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-08 16:30:00,2024-07-08 16:34:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-09 10:58:00,2024-07-09 11:04:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-09 11:44:00,2024-07-09 11:58:00,15,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-09 12:33:00,2024-07-09 12:38:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-09 13:00:00,2024-07-09 13:04:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-09 13:22:00,2024-07-09 13:28:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-09 13:56:00,2024-07-09 14:12:00,17,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-09 15:02:00,2024-07-09 15:15:00,14,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-09 15:17:00,2024-07-09 15:22:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-10 07:04:00,2024-07-10 07:08:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-10 09:28:00,2024-07-10 09:34:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-10 10:06:00,2024-07-10 10:16:00,11,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-10 11:04:00,2024-07-10 11:10:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-10 11:32:00,2024-07-10 11:46:00,15,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-11 07:06:00,2024-07-11 07:12:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-11 07:32:00,2024-07-11 07:36:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-11 07:45:00,2024-07-11 07:49:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-11 12:54:00,2024-07-11 13:03:00,10,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-12 07:18:00,2024-07-12 07:22:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-12 07:24:00,2024-07-12 07:30:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-12 08:08:00,2024-07-12 08:12:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-12 08:14:00,2024-07-12 08:19:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-12 13:38:00,2024-07-12 13:50:00,13,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-12 13:57:00,2024-07-12 14:01:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-12 15:15:00,2024-07-12 15:22:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-13 13:08:00,2024-07-13 13:14:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,144.44122,2024-07-17 16:17:00,2024-07-17 16:26:00,10,False,集电线路非零卡值-删除
ACTIVE_POWER_WU,93.115585,2024-07-17 16:42:00,2024-07-17 16:51:00,10,False,集电线路非零卡值-删除
ACTIVE_POWER_WU,50.725883,2024-07-18 10:51:00,2024-07-18 10:55:00,5,False,集电线路非零卡值-删除
ACTIVE_POWER_WU,0.0,2024-07-24 00:18:00,2024-07-24 00:22:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-24 00:35:00,2024-07-24 00:52:00,18,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-24 04:04:00,2024-07-24 04:08:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-24 11:54:00,2024-07-24 12:01:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-24 13:09:00,2024-07-24 13:15:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-27 12:47:00,2024-07-27 12:53:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-27 15:26:00,2024-07-27 15:31:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-27 17:33:00,2024-07-27 17:38:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-27 17:43:00,2024-07-27 17:58:00,16,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-28 13:45:00,2024-07-28 13:50:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-29 06:52:00,2024-07-29 07:08:00,17,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-29 07:17:00,2024-07-29 07:23:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-29 07:39:00,2024-07-29 07:43:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-29 09:53:00,2024-07-29 09:58:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-29 10:17:00,2024-07-29 10:29:00,13,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-29 13:34:00,2024-07-29 13:46:00,13,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-30 07:28:00,2024-07-30 07:36:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-30 22:06:00,2024-07-30 22:17:00,12,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-30 22:22:00,2024-07-30 22:35:00,14,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-30 22:58:00,2024-07-30 23:02:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-07-31 01:05:00,2024-07-31 01:36:00,32,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-02 03:02:00,2024-08-02 03:10:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-02 12:09:00,2024-08-02 12:14:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-03 12:16:00,2024-08-03 12:21:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-03 12:26:00,2024-08-03 12:33:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-03 17:29:00,2024-08-03 17:38:00,10,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-04 03:59:00,2024-08-04 04:31:00,33,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-04 11:39:00,2024-08-04 11:44:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-07 06:44:00,2024-08-07 07:04:00,21,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-07 11:48:00,2024-08-07 11:55:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-08 09:41:00,2024-08-08 09:46:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-08 09:48:00,2024-08-08 10:14:00,27,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-08 10:30:00,2024-08-08 10:42:00,13,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-10 17:30:00,2024-08-10 17:38:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-10 17:40:00,2024-08-10 17:49:00,10,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-10 17:56:00,2024-08-10 18:01:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-10 18:03:00,2024-08-10 18:07:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-10 20:19:00,2024-08-10 20:25:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-11 00:12:00,2024-08-11 00:18:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-11 01:23:00,2024-08-11 01:34:00,12,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-11 01:44:00,2024-08-11 01:49:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-11 08:25:00,2024-08-11 08:34:00,10,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-11 09:07:00,2024-08-11 09:18:00,12,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-11 10:40:00,2024-08-11 10:47:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-11 11:45:00,2024-08-11 11:49:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-11 17:00:00,2024-08-11 17:06:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-11 17:22:00,2024-08-11 17:28:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-11 22:40:00,2024-08-11 22:50:00,11,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-11 23:31:00,2024-08-11 23:39:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-12 02:05:00,2024-08-12 02:13:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-12 14:44:00,2024-08-12 14:49:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-12 19:00:00,2024-08-12 19:05:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-12 19:40:00,2024-08-12 19:45:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-12 22:34:00,2024-08-12 22:39:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-13 01:25:00,2024-08-13 01:30:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-13 01:32:00,2024-08-13 01:39:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-13 04:18:00,2024-08-13 04:25:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-13 05:05:00,2024-08-13 05:13:00,9,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-13 10:07:00,2024-08-13 10:17:00,11,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-13 10:28:00,2024-08-13 10:34:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,2.0089753,2024-08-13 11:11:00,2024-08-13 11:26:00,16,False,集电线路非零卡值-删除
ACTIVE_POWER_WU,0.0,2024-08-13 11:51:00,2024-08-13 12:04:00,14,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-13 12:24:00,2024-08-13 12:31:00,8,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-13 12:33:00,2024-08-13 12:37:00,5,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-13 12:43:00,2024-08-13 12:49:00,7,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-13 14:24:00,2024-08-13 14:41:00,18,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-13 16:53:00,2024-08-13 16:58:00,6,True,集电线路零值-需结合风机数据判断
ACTIVE_POWER_WU,0.0,2024-08-13 17:03:00,2024-08-13 17:19:00,17,True,集电线路零值-需结合风机数据判断
