P_left,P_right,P_med,L_med,n,base_bin_count,bin_width,min_bin_samples,line,line_name,scheme,power_col_for_prediction,power_threshold_axis,power_switch_threshold,fan_threshold_b
10.0,20.0,14.739452,3.526631,6199,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
20.0,30.0,25.23616,3.655464000000002,5155,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
30.0,40.0,34.865855999999994,3.909040000000001,6046,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
40.0,50.0,44.7189255,4.178595000000005,5244,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
50.0,60.0,55.05515,4.56568,4497,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
60.0,70.0,64.77565,4.779150000000001,4285,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
70.0,80.0,74.95067,5.099060000000009,3939,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
80.0,90.0,85.17433500000001,5.673720100000004,3406,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
90.0,100.0,94.71253999999999,5.885010000000001,3354,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
100.0,110.0,104.95812,6.327749999999995,3027,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
110.0,120.0,114.65242,6.560249999999996,2801,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
120.0,130.0,124.97452,7.037720000000007,2413,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
130.0,140.0,134.8087,7.338339999999988,2193,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
140.0,150.0,145.0586,7.798670000000001,2024,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
150.0,160.0,155.1719,8.329149999999998,2173,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
160.0,170.0,164.9919,8.89534999999998,2621,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
170.0,180.0,174.929,9.167430000000024,2475,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
180.0,190.0,185.107115,9.714849999999998,2300,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
190.0,200.0,194.881565,10.235714999999999,2398,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
200.0,210.0,204.932605,10.598359999999985,2214,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
210.0,220.0,214.81538,11.055699999999973,2245,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
220.0,230.0,225.49918,11.590180000000004,2109,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
230.0,240.0,234.66002,12.441689999999994,1471,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
240.0,250.0,244.50043,12.76418000000001,1403,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
250.0,260.0,255.28062999999997,13.884340000000023,1368,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
260.0,270.0,265.80329,14.940160249999991,2398,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
270.0,280.0,275.78502000000003,15.465180000000004,3362,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
280.0,290.0,282.19237999999996,15.863235000000032,2484,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
290.0,300.0,291.209395,16.1498,1988,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
10.0,20.0,14.541,3.4564769999999996,6747,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
20.0,30.0,24.566499999999998,3.5308290000000007,5132,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
30.0,40.0,35.154,3.7827230000000043,5721,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
40.0,50.0,44.8171,4.12256,5503,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
50.0,60.0,54.71795,4.420164,4488,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
60.0,70.0,64.9201,4.664610000000003,4431,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
70.0,80.0,75.04220000000001,4.9313398999999976,3949,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
80.0,90.0,84.647,5.393219999999985,3379,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
90.0,100.0,95.0651,5.732190000000003,3445,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
100.0,110.0,104.847,6.121124000000009,3031,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
110.0,120.0,115.11155,6.428184999999999,2914,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
120.0,130.0,124.7279,6.825616000000011,2467,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
130.0,140.0,134.772,7.084044999999982,2286,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
140.0,150.0,144.744,7.5316899999999976,2051,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
150.0,160.0,155.15955,7.787255000000002,1950,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
160.0,170.0,165.10784999999998,8.169624999999996,2150,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
170.0,180.0,175.06310000000002,8.933390000000003,2488,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
180.0,190.0,184.6781,9.344940000000008,2285,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
190.0,200.0,195.0509,9.721780000000024,2221,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
200.0,210.0,204.8479,10.264409799999981,2285,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
210.0,220.0,214.601,10.591544999999996,2136,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
220.0,230.0,224.571,11.03992500000001,2130,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
230.0,240.0,235.341,11.496280000000013,2019,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
240.0,250.0,244.35865,12.518945000000002,1524,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
250.0,260.0,255.06740000000002,12.81166499999999,1414,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
260.0,270.0,265.1893,13.50721999999999,1173,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
270.0,280.0,275.875,14.436380000000042,1675,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
280.0,290.0,285.0539,15.05361984999999,2564,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
290.0,300.0,294.7748,15.74980000000005,3669,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
300.0,320.0,306.9733,16.22044999999997,2916,2,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
