风机编号,厂商,集电线路,开始时间,结束时间,持续长度(min),状态码,冻结有功kW,冻结风速ms,同时冻结风机数,异常类型
90,明阳,WU,2024-08-05 19:05:00,2024-08-05 19:10:00,6,1.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-05 19:46:00,2024-08-05 19:51:00,6,3.0,0.0,0.0,1,单机-短时
166,明阳,BING,2024-08-05 19:51:00,2024-08-05 19:55:00,5,6.0,0.0,2.009,1,单机-短时
90,明阳,WU,2024-08-05 19:54:00,2024-08-05 20:00:00,7,1.0,247.0,3.5482,1,单机-短时
82,明阳,WU,2024-08-05 20:21:00,2024-08-05 20:27:00,7,3.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-05 20:42:00,2024-08-05 20:46:00,5,3.0,0.0,0.0,2,多机-小范围-短时
90,明阳,WU,2024-08-05 20:42:00,2024-08-05 20:47:00,6,1.0,220.0,3.9974,2,多机-小范围-短时
82,明阳,WU,2024-08-05 20:57:00,2024-08-05 21:01:00,5,3.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-05 21:04:00,2024-08-05 21:13:00,10,3.0,0.0,0.0,1,单机-短时
90,明阳,WU,2024-08-05 21:33:00,2024-08-05 21:38:00,6,1.0,242.0,4.3424,1,单机-短时
90,明阳,WU,2024-08-05 22:18:00,2024-08-05 22:24:00,7,1.0,0.0,0.0,1,单机-短时
90,明阳,WU,2024-08-05 23:21:00,2024-08-05 23:25:00,5,1.0,479.0,3.9909,1,单机-短时
82,明阳,WU,2024-08-05 23:44:00,2024-08-05 23:48:00,5,3.0,0.0,3.1562,1,单机-短时
90,明阳,WU,2024-08-05 23:45:00,2024-08-05 23:49:00,5,1.0,0.0,0.0,1,单机-短时
196,金风,BING,2024-08-05 23:55:00,2024-08-05 23:59:00,5,6.0,-8.54,5.9,1,单机-短时
82,明阳,WU,2024-08-07 00:23:00,2024-08-07 00:29:00,7,3.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-07 02:49:00,2024-08-07 02:53:00,5,3.0,0.0,7.0895,1,单机-短时
90,明阳,WU,2024-08-07 03:13:00,2024-08-07 03:17:00,5,6.0,1113.0,6.1035,1,单机-短时
90,明阳,WU,2024-08-07 03:31:00,2024-08-07 03:35:00,5,1.0,300.0,3.5482,1,单机-短时
90,明阳,WU,2024-08-07 03:45:00,2024-08-07 03:51:00,7,1.0,-41.0,4.8828,1,单机-短时
90,明阳,WU,2024-08-07 04:02:00,2024-08-07 04:07:00,6,6.0,274.0,4.5215,1,单机-短时
82,明阳,WU,2024-08-07 04:11:00,2024-08-07 04:15:00,5,3.0,0.0,4.287,1,单机-短时
82,明阳,WU,2024-08-07 04:16:00,2024-08-07 04:20:00,5,3.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-07 04:23:00,2024-08-07 04:27:00,5,3.0,0.0,0.0,1,单机-短时
90,明阳,WU,2024-08-07 04:41:00,2024-08-07 04:45:00,5,1.0,332.0,4.5247,1,单机-短时
82,明阳,WU,2024-08-07 05:29:00,2024-08-07 05:33:00,5,3.0,0.0,4.393,1,单机-短时
82,明阳,WU,2024-08-07 05:51:00,2024-08-07 05:55:00,5,3.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-07 06:26:00,2024-08-07 06:30:00,5,3.0,0.0,4.5691,1,单机-短时
82,明阳,WU,2024-08-07 06:41:00,2024-08-07 06:46:00,6,3.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-07 06:49:00,2024-08-07 06:53:00,5,3.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-07 06:59:00,2024-08-07 07:03:00,5,3.0,0.0,2.9262,1,单机-短时
90,明阳,WU,2024-08-07 08:14:00,2024-08-07 08:18:00,5,0.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-07 08:20:00,2024-08-07 08:24:00,5,0.0,0.0,1.9208,1,单机-短时
90,明阳,WU,2024-08-07 08:43:00,2024-08-07 08:47:00,5,0.0,0.0,0.0,1,单机-短时
90,明阳,WU,2024-08-07 09:09:00,2024-08-07 09:13:00,5,0.0,-39.0,1.6829,1,单机-短时
82,明阳,WU,2024-08-07 09:19:00,2024-08-07 09:24:00,6,0.0,0.0,1.0369,1,单机-短时
82,明阳,WU,2024-08-07 09:31:00,2024-08-07 09:35:00,5,0.0,0.0,1.9735,1,单机-短时
171,金风,BING,2024-08-07 09:53:00,2024-08-07 17:20:00,448,6.0,-10.24,2.51,1,单机-长时
82,明阳,WU,2024-08-07 09:57:00,2024-08-07 10:03:00,7,6.0,0.0,1.8554,1,单机-短时
90,明阳,WU,2024-08-07 10:48:00,2024-08-07 10:52:00,5,0.0,-42.0,1.416,1,单机-短时
82,明阳,WU,2024-08-07 11:16:00,2024-08-07 11:21:00,6,0.0,0.0,3.2476,1,单机-短时
90,明阳,WU,2024-08-07 12:10:00,2024-08-07 12:20:00,11,1.0,118.0,2.3047,1,单机-短时
90,明阳,WU,2024-08-07 12:26:00,2024-08-07 20:52:00,507,6.0,118.0,2.3047,1,单机-长时
77,明阳,WU,2024-08-07 17:34:00,2024-08-07 17:44:00,11,3.0,0.0,0.0,1,单机-短时
197,金风,BING,2024-08-07 20:48:00,2024-08-07 21:12:00,25,6.0,-5.98,5.94,1,单机-长时
82,明阳,WU,2024-08-07 20:53:00,2024-08-07 21:37:00,45,1.0,0.0,0.0,1,单机-长时
90,明阳,WU,2024-08-07 21:04:00,2024-08-07 21:08:00,5,1.0,594.0,4.5443,1,单机-短时
90,明阳,WU,2024-08-07 21:18:00,2024-08-07 21:22:00,5,1.0,327.0,4.5247,1,单机-短时
90,明阳,WU,2024-08-07 21:23:00,2024-08-07 21:28:00,6,1.0,337.0,5.4167,1,单机-短时
82,明阳,WU,2024-08-07 21:44:00,2024-08-07 22:23:00,40,1.0,0.0,0.0,1,单机-长时
90,明阳,WU,2024-08-07 22:03:00,2024-08-07 22:07:00,5,1.0,1043.0,4.5671,1,单机-短时
90,明阳,WU,2024-08-07 22:12:00,2024-08-07 22:16:00,5,1.0,853.0,4.7038,1,单机-短时
82,明阳,WU,2024-08-07 23:30:00,2024-08-07 23:41:00,12,1.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-07 23:43:00,2024-08-07 23:53:00,11,1.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-08 00:08:00,2024-08-08 00:23:00,16,6.0,0.0,0.0,1,单机-长时
82,明阳,WU,2024-08-08 00:39:00,2024-08-08 00:45:00,7,1.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-08 00:58:00,2024-08-08 01:03:00,6,1.0,920.0,6.0046,1,单机-短时
90,明阳,WU,2024-08-08 01:05:00,2024-08-08 01:09:00,5,1.0,672.0,5.5046,1,单机-短时
82,明阳,WU,2024-08-08 01:09:00,2024-08-08 01:13:00,5,1.0,0.0,0.0,1,单机-短时
90,明阳,WU,2024-08-08 01:12:00,2024-08-08 01:18:00,7,1.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-08 01:30:00,2024-08-08 01:34:00,5,1.0,762.0,5.344,1,单机-短时
82,明阳,WU,2024-08-08 01:40:00,2024-08-08 01:45:00,6,1.0,0.0,0.0,1,单机-短时
90,明阳,WU,2024-08-08 01:42:00,2024-08-08 01:46:00,5,1.0,0.0,0.0,1,单机-短时
90,明阳,WU,2024-08-08 02:51:00,2024-08-08 02:55:00,5,1.0,596.0,4.2057,1,单机-短时
82,明阳,WU,2024-08-08 03:04:00,2024-08-08 03:09:00,6,1.0,785.0,0.0,1,单机-短时
90,明阳,WU,2024-08-08 03:38:00,2024-08-08 03:42:00,5,1.0,227.0,0.0,1,单机-短时
82,明阳,WU,2024-08-08 03:58:00,2024-08-08 04:02:00,5,1.0,404.0,0.0,1,单机-短时
82,明阳,WU,2024-08-08 04:03:00,2024-08-08 04:08:00,6,1.0,483.0,0.0,1,单机-短时
82,明阳,WU,2024-08-08 04:10:00,2024-08-08 04:14:00,5,1.0,399.0,3.9666,1,单机-短时
82,明阳,WU,2024-08-08 04:36:00,2024-08-08 04:40:00,5,6.0,494.0,3.1629,1,单机-短时
82,明阳,WU,2024-08-08 04:47:00,2024-08-08 04:55:00,9,1.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-08 04:56:00,2024-08-08 05:00:00,5,1.0,330.0,0.0,1,单机-短时
90,明阳,WU,2024-08-08 06:15:00,2024-08-08 06:23:00,9,1.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-08 06:22:00,2024-08-08 06:26:00,5,1.0,0.0,0.0,1,单机-短时
90,明阳,WU,2024-08-08 06:25:00,2024-08-08 06:32:00,8,1.0,0.0,0.0,1,单机-短时
90,明阳,WU,2024-08-08 06:38:00,2024-08-08 06:44:00,7,1.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-08 07:07:00,2024-08-08 07:12:00,6,1.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-08 07:18:00,2024-08-08 07:22:00,5,1.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-08 07:43:00,2024-08-08 07:49:00,7,1.0,431.0,0.0,1,单机-短时
140,东气,DING,2024-08-08 07:48:00,2024-08-08 11:49:00,242,113.0,0.0,0.0,1,单机-长时
110,东气,DING,2024-08-08 07:50:00,2024-08-08 11:14:00,205,113.0,0.0,0.0,42,多机-小范围-长时
111,东气,DING,2024-08-08 07:50:00,2024-08-08 11:14:00,205,113.0,0.0,0.0,42,多机-小范围-长时
112,东气,DING,2024-08-08 07:50:00,2024-08-08 12:31:00,282,113.0,0.0,0.0,42,多机-小范围-长时
113,东气,DING,2024-08-08 07:50:00,2024-08-08 11:14:00,205,113.0,0.0,0.0,42,多机-小范围-长时
114,东气,DING,2024-08-08 07:50:00,2024-08-08 11:14:00,205,113.0,0.0,0.0,42,多机-小范围-长时
115,东气,DING,2024-08-08 07:50:00,2024-08-08 11:14:00,205,113.0,0.0,0.0,42,多机-小范围-长时
116,东气,DING,2024-08-08 07:50:00,2024-08-08 11:14:00,205,113.0,0.0,0.0,42,多机-小范围-长时
117,东气,DING,2024-08-08 07:50:00,2024-08-08 11:13:00,204,113.0,0.0,0.0,42,多机-小范围-长时
118,东气,DING,2024-08-08 07:50:00,2024-08-08 11:13:00,204,113.0,0.0,0.0,42,多机-小范围-长时
119,东气,DING,2024-08-08 07:50:00,2024-08-08 11:13:00,204,113.0,0.0,0.0,42,多机-小范围-长时
120,东气,DING,2024-08-08 07:50:00,2024-08-08 11:13:00,204,113.0,0.0,0.0,42,多机-小范围-长时
121,东气,DING,2024-08-08 07:50:00,2024-08-08 11:13:00,204,113.0,0.0,0.0,42,多机-小范围-长时
122,东气,DING,2024-08-08 07:50:00,2024-08-08 11:13:00,204,113.0,0.0,0.0,42,多机-小范围-长时
123,东气,DING,2024-08-08 07:50:00,2024-08-08 11:13:00,204,113.0,0.0,0.0,42,多机-小范围-长时
124,东气,DING,2024-08-08 07:50:00,2024-08-08 11:13:00,204,113.0,0.0,0.0,42,多机-小范围-长时
125,东气,DING,2024-08-08 07:50:00,2024-08-08 11:13:00,204,113.0,0.0,0.0,42,多机-小范围-长时
126,东气,DING,2024-08-08 07:50:00,2024-08-08 11:13:00,204,113.0,0.0,0.0,42,多机-小范围-长时
127,东气,DING,2024-08-08 07:50:00,2024-08-08 11:18:00,209,113.0,0.0,0.0,42,多机-小范围-长时
128,东气,DING,2024-08-08 07:50:00,2024-08-08 11:18:00,209,113.0,0.0,0.0,42,多机-小范围-长时
129,东气,DING,2024-08-08 07:50:00,2024-08-08 11:18:00,209,113.0,0.0,0.0,42,多机-小范围-长时
130,东气,DING,2024-08-08 07:50:00,2024-08-08 11:49:00,240,113.0,0.0,0.0,42,多机-小范围-长时
131,东气,DING,2024-08-08 07:50:00,2024-08-08 11:49:00,240,113.0,0.0,0.0,42,多机-小范围-长时
132,东气,DING,2024-08-08 07:50:00,2024-08-08 11:18:00,209,113.0,0.0,0.0,42,多机-小范围-长时
133,东气,DING,2024-08-08 07:50:00,2024-08-08 11:18:00,209,113.0,0.0,0.0,42,多机-小范围-长时
134,东气,DING,2024-08-08 07:50:00,2024-08-08 11:18:00,209,113.0,0.0,0.0,42,多机-小范围-长时
135,东气,DING,2024-08-08 07:50:00,2024-08-08 11:18:00,209,113.0,0.0,0.0,42,多机-小范围-长时
136,东气,DING,2024-08-08 07:50:00,2024-08-08 11:49:00,240,113.0,0.0,0.0,42,多机-小范围-长时
137,东气,DING,2024-08-08 07:50:00,2024-08-08 11:18:00,209,113.0,0.0,0.0,42,多机-小范围-长时
138,东气,DING,2024-08-08 07:50:00,2024-08-08 11:18:00,209,113.0,0.0,0.0,42,多机-小范围-长时
139,东气,DING,2024-08-08 07:50:00,2024-08-08 11:18:00,209,113.0,0.0,0.0,42,多机-小范围-长时
141,东气,DING,2024-08-08 07:50:00,2024-08-08 11:18:00,209,113.0,0.0,0.0,42,多机-小范围-长时
142,东气,DING,2024-08-08 07:50:00,2024-08-08 11:27:00,218,113.0,0.0,0.0,42,多机-小范围-长时
143,东气,DING,2024-08-08 07:50:00,2024-08-08 11:18:00,209,113.0,0.0,0.0,42,多机-小范围-长时
144,东气,DING,2024-08-08 07:50:00,2024-08-08 11:49:00,240,113.0,0.0,0.0,42,多机-小范围-长时
145,东气,DING,2024-08-08 07:50:00,2024-08-08 11:27:00,218,113.0,0.0,0.0,42,多机-小范围-长时
146,东气,DING,2024-08-08 07:50:00,2024-08-08 11:18:00,209,113.0,0.0,0.0,42,多机-小范围-长时
147,东气,DING,2024-08-08 07:50:00,2024-08-08 11:18:00,209,113.0,0.0,0.0,42,多机-小范围-长时
148,东气,DING,2024-08-08 07:50:00,2024-08-08 11:27:00,218,113.0,0.0,0.0,42,多机-小范围-长时
149,东气,DING,2024-08-08 07:50:00,2024-08-08 11:27:00,218,113.0,0.0,0.0,42,多机-小范围-长时
150,东气,DING,2024-08-08 07:50:00,2024-08-08 11:18:00,209,113.0,0.0,0.0,42,多机-小范围-长时
151,东气,DING,2024-08-08 07:50:00,2024-08-08 11:18:00,209,113.0,0.0,0.0,42,多机-小范围-长时
152,东气,DING,2024-08-08 07:50:00,2024-08-08 11:18:00,209,113.0,0.0,0.0,42,多机-小范围-长时
82,明阳,WU,2024-08-08 07:54:00,2024-08-08 07:59:00,6,1.0,349.0,0.0,1,单机-短时
82,明阳,WU,2024-08-08 08:23:00,2024-08-08 08:27:00,5,1.0,83.0,2.6339,1,单机-短时
82,明阳,WU,2024-08-08 08:28:00,2024-08-08 08:32:00,5,1.0,82.0,0.0,1,单机-短时
82,明阳,WU,2024-08-08 08:33:00,2024-08-08 08:42:00,10,1.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-08 09:45:00,2024-08-08 09:52:00,8,1.0,0.0,0.0,1,单机-短时
90,明阳,WU,2024-08-08 09:49:00,2024-08-08 09:53:00,5,1.0,149.0,3.0176,1,单机-短时
82,明阳,WU,2024-08-08 09:54:00,2024-08-08 10:03:00,10,1.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-08 10:06:00,2024-08-08 10:13:00,8,1.0,0.0,0.0,1,单机-短时
90,明阳,WU,2024-08-08 10:13:00,2024-08-08 10:19:00,7,1.0,111.0,2.9329,1,单机-短时
82,明阳,WU,2024-08-08 10:15:00,2024-08-08 10:21:00,7,1.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-08 10:23:00,2024-08-08 10:27:00,5,1.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-08 10:29:00,2024-08-08 10:38:00,10,1.0,0.0,0.0,1,单机-短时
90,明阳,WU,2024-08-08 11:03:00,2024-08-08 11:08:00,6,0.0,-36.0,2.5553,1,单机-短时
82,明阳,WU,2024-08-08 11:08:00,2024-08-08 11:12:00,5,1.0,70.0,2.7845,1,单机-短时
90,明阳,WU,2024-08-08 11:14:00,2024-08-08 11:18:00,5,0.0,-36.0,2.1257,1,单机-短时
82,明阳,WU,2024-08-08 11:38:00,2024-08-08 11:44:00,7,1.0,55.0,0.0,1,单机-短时
82,明阳,WU,2024-08-08 11:45:00,2024-08-08 11:49:00,5,0.0,-31.0,0.0,1,单机-短时
90,明阳,WU,2024-08-08 11:57:00,2024-08-08 12:04:00,8,0.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-08 12:06:00,2024-08-08 12:16:00,11,0.0,-36.0,2.7222,2,多机-小范围-短时
90,明阳,WU,2024-08-08 12:06:00,2024-08-08 12:17:00,12,0.0,0.0,0.0,2,多机-小范围-短时
63,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,3.0,0.0,3.2122,130,多机-大范围-短时
64,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-37.0,3.2389,130,多机-大范围-短时
65,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,1.0,97.0,3.1685,130,多机-大范围-短时
66,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-33.0,2.8906,130,多机-大范围-短时
67,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-34.0,2.9116,130,多机-大范围-短时
68,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-36.0,2.9427,130,多机-大范围-短时
69,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-37.0,1.1751,130,多机-大范围-短时
70,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,1.0,98.0,2.5488,130,多机-大范围-短时
71,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-38.0,3.0034,130,多机-大范围-短时
72,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-33.0,2.7237,130,多机-大范围-短时
73,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,1.0,141.0,2.8943,130,多机-大范围-短时
74,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-38.0,3.2389,130,多机-大范围-短时
75,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,1.0,58.0,2.1707,130,多机-大范围-短时
76,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-33.0,2.4575,130,多机-大范围-短时
77,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,3.0,0.0,3.0708,130,多机-大范围-短时
78,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,3.0,0.0,3.1901,130,多机-大范围-短时
79,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,1.0,107.0,2.8958,130,多机-大范围-短时
80,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-36.0,2.2298,130,多机-大范围-短时
81,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,1.0,96.0,2.666,130,多机-大范围-短时
83,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-31.0,3.8802,130,多机-大范围-短时
84,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-35.0,2.1693,130,多机-大范围-短时
85,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-34.0,1.3665,130,多机-大范围-短时
86,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,1.0,105.0,3.2552,130,多机-大范围-短时
87,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-34.0,3.3664,130,多机-大范围-短时
88,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-32.0,2.8678,130,多机-大范围-短时
89,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-37.0,1.9141,130,多机-大范围-短时
91,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-30.0,1.9217,130,多机-大范围-短时
92,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-33.0,3.0241,130,多机-大范围-短时
93,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-39.0,1.0579,130,多机-大范围-短时
94,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-32.0,1.6374,130,多机-大范围-短时
95,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-32.9,3.4986,130,多机-大范围-短时
97,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-35.0,1.8327,130,多机-大范围-短时
98,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-32.0,2.7833,130,多机-大范围-短时
99,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-33.0,1.5731,130,多机-大范围-短时
100,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-34.0,1.5739,130,多机-大范围-短时
101,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-36.0,2.181,130,多机-大范围-短时
102,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-35.0,1.2731,130,多机-大范围-短时
103,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-37.0,0.8171,130,多机-大范围-短时
104,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-31.0,1.7578,130,多机-大范围-短时
105,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-31.0,2.6335,130,多机-大范围-短时
106,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-34.0,2.0117,130,多机-大范围-短时
107,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-35.0,1.6081,130,多机-大范围-短时
108,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-37.0,2.2135,130,多机-大范围-短时
109,明阳,WU,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-36.0,2.2884,130,多机-大范围-短时
110,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,101.0,108.66,2.901,130,多机-大范围-短时
111,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-70.34,3.019,130,多机-大范围-短时
113,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-57.24,2.761,130,多机-大范围-短时
114,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-11.0,2.699,130,多机-大范围-短时
115,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-11.63,3.44,130,多机-大范围-短时
116,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-50.23,3.02,130,多机-大范围-短时
117,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-52.2,2.566,130,多机-大范围-短时
118,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-70.22,3.682,130,多机-大范围-短时
119,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,110.0,-2.38,3.173,130,多机-大范围-短时
120,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,110.0,0.0,2.344,130,多机-大范围-短时
121,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,101.0,69.76,2.757,130,多机-大范围-短时
122,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,110.0,0.0,2.705,130,多机-大范围-短时
123,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,110.0,0.0,3.396,130,多机-大范围-短时
124,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-55.96,2.674,130,多机-大范围-短时
125,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-11.24,3.183,130,多机-大范围-短时
126,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-15.9,3.274,130,多机-大范围-短时
127,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,110.0,0.0,9.911,130,多机-大范围-短时
128,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-55.778,2.844,130,多机-大范围-短时
129,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-10.24,2.561,130,多机-大范围-短时
130,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,110.0,0.0,2.922,130,多机-大范围-短时
131,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-10.52,2.936,130,多机-大范围-短时
132,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,110.0,0.0,3.08,130,多机-大范围-短时
133,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-51.95,3.457,130,多机-大范围-短时
134,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,101.0,1.76,2.615,130,多机-大范围-短时
135,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-12.32,2.883,130,多机-大范围-短时
136,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-10.67,3.019,130,多机-大范围-短时
137,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-14.702,2.687,130,多机-大范围-短时
138,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-10.0,3.212,130,多机-大范围-短时
139,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-10.53,3.214,130,多机-大范围-短时
140,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-10.47,3.394,130,多机-大范围-短时
141,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-11.62,3.038,130,多机-大范围-短时
142,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-11.78,2.507,130,多机-大范围-短时
143,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-9.94,2.786,130,多机-大范围-短时
144,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-13.857,2.185,130,多机-大范围-短时
145,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-46.35,2.136,130,多机-大范围-短时
146,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-42.363,2.696,130,多机-大范围-短时
147,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,110.0,0.0,2.125,130,多机-大范围-短时
148,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-11.27,2.515,130,多机-大范围-短时
149,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-11.17,2.424,130,多机-大范围-短时
150,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-11.0,3.014,130,多机-大范围-短时
151,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,107.0,0.0,2.61,130,多机-大范围-短时
152,东气,DING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,105.0,-10.17,2.413,130,多机-大范围-短时
153,明阳,BING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,0.0,-38.0,3.6882,130,多机-大范围-短时
154,明阳,BING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,1.0,167.0,4.1258,130,多机-大范围-短时
155,明阳,BING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,1.0,215.0,3.3019,130,多机-大范围-短时
156,明阳,BING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,1.0,222.0,4.9349,130,多机-大范围-短时
157,明阳,BING,2024-08-08 12:12:00,2024-08-08 12:16:00,5,1.0,301.0,3.89,130,多机-大范围-短时
