region,bin_source,sigma_switch_threshold,P_left,P_right,P_med,sigma_local,n,base_bin_count,bin_width,min_bin_samples,line,line_name,scheme,power_col_for_prediction,power_threshold_axis,power_switch_threshold,fan_threshold_b
low,low_lookup,10.0,2.5,3.0,2.746328,0.5490000101649003,1446,1,0.5,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
low,low_lookup,10.0,3.0,3.5,3.24814,0.7650967865844696,1322,1,0.5,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
low,low_lookup,10.0,3.5,4.0,3.758113,0.42370268687410717,1167,1,0.5,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
low,low_lookup,10.0,4.0,4.5,4.2502666,0.46720458660194314,1191,1,0.5,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
low,low_lookup,10.0,4.5,5.0,4.748064149999999,0.46442580738633615,1158,1,0.5,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
low,low_lookup,10.0,5.0,5.5,5.2501973500000005,0.4628612122198052,1060,1,0.5,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
low,low_lookup,10.0,5.5,6.0,5.7650299,0.48039619244337534,1029,1,0.5,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
low,low_lookup,10.0,6.0,6.5,6.24967485,0.47998825772404385,1071,1,0.5,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
low,low_lookup,10.0,6.5,7.0,6.7406273,0.4309060401236176,1073,1,0.5,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
low,low_lookup,10.0,7.0,7.5,7.22502285,0.47653688382932463,1018,1,0.5,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
low,low_lookup,10.0,7.5,8.0,7.6799029999999995,0.5086906713561411,981,1,0.5,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
low,low_lookup,10.0,8.0,8.5,8.137353,0.48569789483306297,1025,1,0.5,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
low,low_lookup,10.0,8.5,10.0,8.806304,0.7135935704379865,2827,3,0.5,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,10.0,20.0,14.878289,0.5189223301400013,17652,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,20.0,30.0,24.864037500000002,0.7691984185905351,15924,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,30.0,40.0,34.996528999999995,0.8113660458112375,14770,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,40.0,50.0,44.6232605,0.8052329135647089,13596,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,50.0,60.0,54.793275,0.8954360664616114,10708,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,60.0,70.0,64.650465,1.0436764079534542,8976,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,70.0,80.0,74.897695,1.0685106272673026,7822,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,80.0,90.0,84.893776,1.2897721479528192,7011,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,90.0,100.0,94.78181,1.3549251277647043,6206,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,100.0,110.0,104.94423,1.4656473333641866,5726,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,110.0,120.0,114.83831,1.591723345102306,5099,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,120.0,130.0,124.90497300000001,1.808847431244248,4540,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,130.0,140.0,134.78363000000002,2.020747049122579,3866,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,140.0,150.0,145.9872,2.0162510075082825,4333,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,150.0,160.0,155.106335,2.3546191402987557,3320,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,160.0,170.0,164.870665,2.4304672891565926,3020,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,170.0,180.0,174.98542,2.462089080518522,2820,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,180.0,190.0,184.84350999999998,2.543066733825828,2840,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,190.0,200.0,194.988775,2.56981563402918,2642,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,200.0,210.0,205.0929,2.4958712813336477,2843,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,210.0,220.0,215.12859,2.4090515300401347,2936,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,220.0,230.0,224.99982,2.6650602935449155,2305,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,230.0,240.0,235.3059,2.311575343200015,2869,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,240.0,250.0,244.92564499999997,2.0749828476335797,2810,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,250.0,260.0,254.12982,1.7108823574059187,4021,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,260.0,270.0,263.65936,1.9624748991812022,2023,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,270.0,280.0,274.26535,1.5294536104565362,1727,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
high,high_fit_bins,10.0,280.0,290.0,280.97818,0.6690591582110839,797,1,10.0,20,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0
low,low_lookup,10.0,0.0,0.5,0.002,0.0004704025254634537,28047,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,0.5,1.0,0.72321,2.5097230242306202e-05,5377,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,1.0,1.5,1.243894,0.021049651664291017,4284,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,1.5,2.0,1.733454,0.06525191810450579,3289,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,2.0,2.5,2.2380500000000003,0.13268903243357585,2557,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,2.5,3.0,2.739463,0.2952441093140794,2188,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,3.0,3.5,3.2443964999999997,0.45618628011424583,2018,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,3.5,4.0,3.7458449999999996,0.49150988132885937,1790,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,4.0,4.5,4.24932,0.47038589763688016,1589,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,4.5,5.0,4.745520000000001,0.449766428263464,1559,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,5.0,5.5,5.247028499999999,0.42279802275955697,1474,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,5.5,6.0,5.741917999999999,0.47525756540682,1373,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,6.0,6.5,6.2537705,0.4624293146189648,1264,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,6.5,7.0,6.745749,0.4586678226333001,1176,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,7.0,7.5,7.259010000000002,0.4752376732309635,1128,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,7.5,8.0,7.750274000000001,0.45069291008028184,1065,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,8.0,8.5,8.252597000000002,0.4776834765728244,1124,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,8.5,9.0,8.747587,0.46586099854148216,1080,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,9.0,9.5,9.245465,0.4609004960435917,1142,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,9.5,10.0,9.749925,0.48279898240489294,1037,1,0.5,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,10.0,20.0,14.868289,0.6856946808605197,18492,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,20.0,30.0,24.8771305,0.5793670439984818,16384,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,30.0,40.0,34.9600415,0.678381670710137,14958,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,40.0,50.0,44.797591,0.7756644786538701,14113,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,50.0,60.0,54.73166699999999,0.9298447884538412,11115,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,60.0,70.0,64.727881,0.9609350453140648,9303,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,70.0,80.0,74.98238850000003,1.124293437671649,7940,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,80.0,90.0,84.88622450000003,1.3391693662240196,6956,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,90.0,100.0,94.71053900000001,1.3559548425145789,6372,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,100.0,110.0,104.93840849999995,1.4073838136121415,5700,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,110.0,120.0,114.854023,1.6036649883463725,5244,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,120.0,130.0,124.987126,1.6633408723289635,4567,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,130.0,140.0,134.82502899999997,1.8825461794216758,3979,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,140.0,150.0,145.376986,1.965348433894106,3803,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,150.0,160.0,154.168618,2.0526124052755783,3841,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,160.0,170.0,164.88829100000004,2.2876854144362837,3066,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,170.0,180.0,174.93429899999998,2.398218004285691,2833,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,180.0,190.0,185.117772,2.5843386009045886,2857,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,190.0,200.0,194.86974650000002,2.6012060510454433,2550,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,200.0,210.0,205.13893,2.4666124824235394,2767,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,210.0,220.0,214.987733,2.472020979366737,2832,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,220.0,230.0,224.847698,2.395642478854997,2642,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,230.0,240.0,235.573912,2.5520979773436623,2426,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,240.0,250.0,244.48854699999998,2.2022752890561024,2760,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,250.0,260.0,256.346889,1.869491757120865,3590,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,260.0,270.0,264.41183700000005,1.7486042655084906,3035,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,270.0,280.0,275.808653,1.9530853251729057,1839,1,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,280.0,300.0,285.50317600000005,1.18099477525438,1622,2,10.0,20,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,0.0,0.0,10.0,4.7448683,0.44992874830587637,7703,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,10.0,20.0,14.739452,0.8922797309956743,6199,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,20.0,30.0,25.23616,1.4581550893773645,5155,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,30.0,40.0,34.865855999999994,1.6490304042747517,6046,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,40.0,50.0,44.7189255,1.8324159697767284,5244,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,50.0,60.0,55.05515,1.757646568232288,4497,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,60.0,70.0,64.77565,1.791568708402204,4285,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,70.0,80.0,74.95067,1.9968759420214277,3939,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,80.0,90.0,85.17433500000001,2.0829802363127863,3406,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,90.0,100.0,94.71253999999999,2.2851486797038554,3354,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,100.0,110.0,104.95812,2.5193185951902617,3027,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,110.0,120.0,114.65242,2.7243312709177507,2801,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,120.0,130.0,124.97452,3.433617043274616,2413,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,130.0,140.0,134.8087,3.196681620221057,2193,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,140.0,150.0,145.0586,3.2396517642689364,2024,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,150.0,160.0,155.1719,3.571496830422718,2173,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,160.0,170.0,164.9919,3.691039059584094,2621,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,170.0,180.0,174.929,4.175753531105618,2475,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,180.0,190.0,185.107115,4.361143986943588,2300,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,190.0,200.0,194.881565,3.744678944902422,2398,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,200.0,210.0,204.932605,3.905125639186518,2214,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,210.0,220.0,214.81538,3.834730634536713,2245,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,220.0,230.0,225.49918,3.8239777317384864,2109,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,230.0,240.0,234.66002,4.290196665813142,1471,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,240.0,250.0,244.50043,3.7785423294371703,1403,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,250.0,260.0,255.28062999999997,3.647039484002453,1368,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,260.0,270.0,265.80329,3.0119890055460115,2398,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,270.0,280.0,275.78502000000003,2.072780261365486,3362,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,280.0,290.0,282.19237999999996,1.2916672329704273,2484,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
high,high_fit_bins,0.0,290.0,300.0,291.209395,0.8012049502945578,1988,1,10.0,20,WU,戊（WU）,A,CT_eff,CT_eff,,10.0
low,low_lookup,9.5,0.0,0.5,0.27414814,0.8361417828330978,71,1,0.5,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,0.0,10.0,8.361869,0.5045657338810564,7703,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
low,low_lookup,9.5,0.5,1.0,0.8623848199999999,0.3256341924278,214,1,0.5,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
low,low_lookup,9.5,1.0,1.5,1.2370652,0.3196660023643114,476,1,0.5,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
low,low_lookup,9.5,1.5,2.0,1.7461981,0.3404640417547374,550,1,0.5,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
low,low_lookup,9.5,2.0,2.5,2.2555227,0.302956803796066,567,1,0.5,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
low,low_lookup,9.5,2.5,3.0,2.7312253,0.34418021306350965,471,1,0.5,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
low,low_lookup,9.5,3.0,3.5,3.23664575,0.32117956198487735,420,1,0.5,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
low,low_lookup,9.5,3.5,4.0,3.742962,0.33367896944085806,423,1,0.5,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
low,low_lookup,9.5,4.0,4.5,4.2364297,0.3352314629614341,446,1,0.5,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
low,low_lookup,9.5,4.5,5.0,4.74501515,0.32423928747376174,428,1,0.5,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
low,low_lookup,9.5,5.0,5.5,5.245195750000001,0.4811366185282858,345,1,0.5,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
low,low_lookup,9.5,5.5,6.0,5.748328,0.5177797070111675,331,1,0.5,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
low,low_lookup,9.5,6.0,6.5,6.2152944,0.5081588653598156,327,1,0.5,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
low,low_lookup,9.5,6.5,7.0,6.662753,0.5468901262301322,348,1,0.5,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
low,low_lookup,9.5,7.0,9.5,7.35166645,0.6657208928152775,1920,5,0.5,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,10.0,20.0,14.739452,0.8924112624278095,6199,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,20.0,30.0,25.23616,1.4581550893773645,5155,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,30.0,40.0,34.865855999999994,1.6490304042747517,6046,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,40.0,50.0,44.7189255,1.8324159697767284,5244,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,50.0,60.0,55.05515,1.757646568232288,4497,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,60.0,70.0,64.77565,1.791568708402204,4285,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,70.0,80.0,74.95067,1.9968759420214277,3939,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,80.0,90.0,85.17433500000001,2.0829802363127863,3406,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,90.0,100.0,94.71253999999999,2.2851486797038554,3354,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,100.0,110.0,104.95812,2.5193185951902617,3027,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,110.0,120.0,114.65242,2.7243312709177507,2801,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,120.0,130.0,124.97452,3.433617043274616,2413,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,130.0,140.0,134.8087,3.196681620221057,2193,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,140.0,150.0,145.0586,3.2396517642689364,2024,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,150.0,160.0,155.1719,3.571496830422718,2173,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,160.0,170.0,164.9919,3.691039059584094,2621,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,170.0,180.0,174.929,4.175753531105618,2475,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,180.0,190.0,185.107115,4.361143986943588,2300,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,190.0,200.0,194.881565,3.744678944902422,2398,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,200.0,210.0,204.932605,3.905125639186518,2214,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,210.0,220.0,214.81538,3.834730634536713,2245,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,220.0,230.0,225.49918,3.8239777317384864,2109,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,230.0,240.0,234.66002,4.290196665813142,1471,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,240.0,250.0,244.50043,3.7785423294371703,1403,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,250.0,260.0,255.28062999999997,3.647039484002453,1368,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,260.0,270.0,265.80329,3.0119890055460115,2398,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,270.0,280.0,275.78502000000003,2.072780261365486,3362,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,280.0,290.0,282.19237999999996,1.2916672329704273,2484,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
high,high_fit_bins,9.5,290.0,300.0,291.209395,0.8012049502945578,1988,1,10.0,20,WU,戊（WU）,AP,CT_eff,CT_eff,9.5,10.0
low,low_lookup,10.0,0.0,0.5,0.159,0.052867016355776106,3554,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,0.5,1.0,0.699,0.0,1513,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,1.0,1.5,1.2325,0.0,814,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,1.5,2.0,1.7349999999999999,0.0,614,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,2.0,2.5,2.255,0.0,508,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,2.5,3.0,2.761,0.04485020460956018,498,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,3.0,3.5,3.24855,0.05695925330585992,644,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,3.5,4.0,3.74,0.22079190227602685,587,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,4.0,4.5,4.241,0.45523387031870366,456,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,4.5,5.0,4.757,0.30877686675661997,515,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,5.0,5.5,5.2645,0.29144358859474145,554,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
